cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,26,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,18,13,72.22
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,8,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Gender,Female,9,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,Gender,Male,18,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,21,s,s
2018-2019,8470,Philadelphia Learning Academy North,Alternative,5-Year Graduation Rate,IEP,IEP,6,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,All Students,All Students,37,11,29.73
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,ELL,EL,1,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,ELL,Non-EL,36,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,22,10,45.45
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,15,1,6.67
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,30,10,33.33
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,5,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,1,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Ethnicity,White,1,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Gender,Female,5,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,Gender,Male,32,s,s
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,17,6,35.29
2018-2019,8540,Pennypack House School,Alternative,4-Year Graduation Rate,IEP,IEP,20,5,25
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,All Students,All Students,80,28,35
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,ELL,EL,1,s,s
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,ELL,Non-EL,79,s,s
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,48,19,39.58
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,32,9,28.13
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,65,25,38.46
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,9,s,s
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,3,s,s
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Ethnicity,White,3,s,s
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Gender,Female,11,4,36.36
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,Gender,Male,69,24,34.78
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,27,13,48.15
2018-2019,8540,Pennypack House School,Alternative,5-Year Graduation Rate,IEP,IEP,53,15,28.3
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,All Students,All Students,53,41,77.36
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,ELL,EL,3,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,ELL,Non-EL,50,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,47,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,6,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Ethnicity,Asian,1,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Ethnicity,Black/African American,46,35,76.09
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,2,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,3,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Ethnicity,White,1,s,s
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Gender,Female,19,15,78.95
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,Gender,Male,34,26,76.47
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,35,25,71.43
2018-2019,8560,The Workshop School,District,4-Year Graduation Rate,IEP,IEP,18,16,88.89
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,All Students,All Students,50,43,86
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,ELL,EL,3,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,ELL,Non-EL,47,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,45,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,5,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Ethnicity,Asian,1,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Ethnicity,Black/African American,43,37,86.05
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,2,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,3,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Ethnicity,White,1,s,s
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Gender,Female,18,15,83.33
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,Gender,Male,32,28,87.5
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,32,26,81.25
2018-2019,8560,The Workshop School,District,5-Year Graduation Rate,IEP,IEP,18,17,94.44
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,All Students,All Students,4,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,ELL,Non-EL,4,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,3,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,1,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,3,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,1,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,Gender,Female,2,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,Gender,Male,2,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,4,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,All Students,All Students,2,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,ELL,Non-EL,2,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,2,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,1,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,1,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,Gender,Female,1,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,Gender,Male,1,s,s
2018-2019,8690,Crossroads Accelerated Academy,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,2,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,All Students,All Students,215,101,46.98
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,ELL,EL,7,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,ELL,Non-EL,208,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,91,44,48.35
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,124,57,45.97
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Ethnicity,Asian,10,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Ethnicity,Black/African American,130,67,51.54
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,39,17,43.59
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,9,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Ethnicity,White,27,9,33.33
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Gender,Female,126,72,57.14
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,Gender,Male,89,29,32.58
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,IEP,Does Not Have IEP,179,89,49.72
2018-2019,8780,Philadelphia Virtual Academy,District,4-Year Graduation Rate,IEP,IEP,36,12,33.33
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,All Students,All Students,213,114,53.52
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,ELL,EL,8,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,ELL,Non-EL,205,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,90,50,55.56
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,123,64,52.03
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Ethnicity,Asian,10,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Ethnicity,Black/African American,125,73,58.4
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,42,21,50
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,9,s,s
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Ethnicity,White,27,11,40.74
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Gender,Female,128,81,63.28
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,Gender,Male,85,33,38.82
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,IEP,Does Not Have IEP,178,98,55.06
2018-2019,8780,Philadelphia Virtual Academy,District,5-Year Graduation Rate,IEP,IEP,35,16,45.71
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,All Students,All Students,53,6,11.32
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,ELL,Non-EL,53,6,11.32
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,49,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,4,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,Ethnicity,Asian,1,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,45,5,11.11
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,7,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,Gender,Female,30,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,Gender,Male,23,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,42,5,11.9
2018-2019,8860,One Bright Ray Mansion,Alternative,4-Year Graduation Rate,IEP,IEP,11,1,9.09
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,All Students,All Students,50,12,24
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,ELL,Non-EL,50,12,24
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,43,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,7,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,Ethnicity,Asian,1,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,40,10,25
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,9,s,s
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,Gender,Female,29,9,31.03
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,Gender,Male,21,3,14.29
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,40,8,20
2018-2019,8860,One Bright Ray Mansion,Alternative,5-Year Graduation Rate,IEP,IEP,10,4,40
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,All Students,All Students,82,34,41.46
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,ELL,Non-EL,82,34,41.46
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,3,s,s
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,79,s,s
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,66,26,39.39
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,14,8,57.14
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,Gender,Female,65,29,44.62
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,Gender,Male,17,5,29.41
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,81,s,s
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,4-Year Graduation Rate,IEP,IEP,1,s,s
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,All Students,All Students,85,41,48.24
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,ELL,Non-EL,85,41,48.24
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,5,s,s
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,80,s,s
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,69,32,46.38
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,15,9,60
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,Gender,Female,66,33,50
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,Gender,Male,19,8,42.11
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,84,s,s
2018-2019,8870,One Bright Ray Mansion Evening,Alternative,5-Year Graduation Rate,IEP,IEP,1,s,s
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,All Students,All Students,101,11,10.89
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,ELL,EL,9,s,s
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,ELL,Non-EL,92,s,s
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,44,4,9.09
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,57,7,12.28
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,35,s,s
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,63,8,12.7
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,Ethnicity,White,3,s,s
2018-2019,8890,One Bright Ray - Simpson Campus,Alternative,4-Year Graduation Rate,Gender,Female,54,5,9.26
